posting_id,title,company,location,salary_raw,date_posted_raw,remote,seniority
407,Data Scientist II,Redbridge Telecom,Liverpool,£32k-£42k,2026-05-01,No,Junior
1574,Data Science Intern,Vantage Health,"Manchester, UK",Competitive salary,28 Mar 2025,N/A,
522,Data Scientist II,Vantage Health,Birmingham,£32k-£42k,13/07/2025,No,
1379,Analytics Consultant,Fenwick Insurance,Leeds,,05/05/2026,N/A,Junior
596,Data Scientist,Redbridge Telecom,WFH,"£28,000 - £35,000",2025-07-07,yes,Graduate
1125,Data Engineer,Grove & Co,remote,Competitive salary,2025-11-09,No,
1453,Data Science Intern,Grove & Co,Glasgow,£75k-£95k,25/03/2025,N/A,Senior
1049,Business Intelligence Analyst,Marlowe Consulting,Liverpool,,21 Jan 2026,Yes,Graduate
1226,Data Analyst,Solstice Energy,"London, UK","£40,000 - £50,000",18 Apr 2025,,Junior
1085,Data Scientist II,Kestrel Logistics,Greater London,"£45,000",22 Dec 2025,Yes,Graduate
236,Business Intelligence Analyst,Northwind Analytics,Bristol,"£85,000",18/01/2026,No,Senior
1570,Data Engineer,Fenwick Insurance,Manchester,,05 Mar 2025,N/A,Senior
37,Junior Data Scientist,Vantage Health,Manchester,"£31,500",25 May 2025,No,Graduate
604,Data Science Intern,Northwind Analytics,LONDON,Competitive salary,11/03/2025,Yes,Graduate
1500,Data Engineer,Vantage Health,Leeds,Competitive salary,03 Feb 2026,Yes,Mid
1696,,,,,,,
675,Data Analyst,Vantage Health,Birmingham,"£55,000 - £75,000",06 May 2026,yes,Senior
697,Data Science Intern,Alderly Bank,Manchester,Competitive salary,22/04/2026,yes,
425,Data Scientist II,Redbridge Telecom,Remote (UK),Competitive salary,06/12/2025,yes,Junior
1027,Junior Data Scientist,Vantage Health,"Manchester, UK",£75k-£95k,2025-06-20,N/A,Senior
686,Insights Analyst,Orchard Media,Remote (UK),£75k-£95k,06 Dec 2025,Yes,Senior
871,Data Science Intern,BrightPath Retail,Leeds,"£28,000 - £35,000",26 May 2025,N/A,Junior
523,Data Analyst,Northwind Analytics,Leeds,£32k-£42k,01 Sep 2025,yes,Mid
819,Junior Data Scientist,Solstice Energy,remote,,2026-01-27,yes,Senior
654,Data Analyst,Orchard Media,Birmingham,,19 Jan 2026,Hybrid,Senior
397,Insights Analyst,Redbridge Telecom,Glasgow,Competitive salary,01/04/2026,No,
1280,Data Science Intern,Fenwick Insurance,London,"£93,000",26/03/2026,yes,Senior
764,Data Science Intern,Vantage Health,London,,06 Sep 2025,yes,Senior
1319,Insights Analyst,Redbridge Telecom,LONDON,Competitive salary,14 Jan 2026,Yes,Junior
141,Data Science Intern,Fenwick Insurance,Bristol,"£55,000 - £75,000",2025-02-16,Yes,Mid
935,Machine Learning Engineer,Orchard Media,Sheffield,"£37,000",2025-08-12,,
1504,Business Intelligence Analyst,Ashford Digital,Birmingham,£55k-£75k,21 Jan 2025,Hybrid,Mid
225,Machine Learning Engineer,Solstice Energy,Liverpool,"£47,500",22 Apr 2026,Hybrid,Mid
637,Data Engineer,Northwind Analytics,Remote,£75k-£95k,16 Jan 2026,No,Senior
951,Analytics Consultant,Grove & Co,manchester,,01 Apr 2025,Yes,
926,Business Intelligence Analyst,Vantage Health,Glasgow,Competitive salary,2025-08-04,Hybrid,Mid
231,Data Science Intern,Alderly Bank,remote,"£55,000 - £75,000",2025-12-28,yes,
829,Insights Analyst,Orchard Media,Leeds,Competitive salary,22/06/2025,Yes,Graduate
25,Data Analyst,Kestrel Logistics,Leeds,£32k-£42k,2025-08-05,Hybrid,Graduate
572,Junior Data Scientist,Vantage Health,London,"£39,500",27/05/2025,yes,Graduate
1214,Data Science Intern,BrightPath Retail,Leeds,,31 Jul 2025,N/A,Junior
1478,Data Science Intern,Marlowe Consulting,Work from home,Competitive salary,23/05/2025,Hybrid,Mid
1089,Junior Data Scientist,Northwind Analytics,Liverpool,"£55,000 - £75,000",07 Mar 2025,No,Senior
740,Insights Analyst,Vantage Health,WFH,£40k-£55k,24/11/2025,yes,Mid
119,Data Scientist,Redbridge Telecom,Glasgow,£40k-£55k,2025-11-22,yes,Mid
859,Data Engineer,Fenwick Insurance,Sheffield,,10/03/2025,N/A,Junior
1338,Data Scientist,Vantage Health,Bristol,"£47,500",20/10/2025,Yes,Mid
1375,Data Analyst,Marlowe Consulting,Leeds,,13 Oct 2025,No,
1493,Machine Learning Engineer,Vantage Health,Glasgow,Competitive salary,21 May 2025,Yes,
562,Insights Analyst,Vantage Health,Glasgow,,20 Nov 2025,yes,Mid
159,Data Scientist II,Grove & Co,"Manchester, UK","£31,500",29 Jun 2025,N/A,Graduate
986,Data Analyst,Alderly Bank,Liverpool,,23/09/2025,No,Graduate
864,Junior Data Scientist,Vantage Health,manchester,,23/03/2026,N/A,Junior
538,Data Analyst,Vantage Health,Work from home,Competitive salary,13 Apr 2025,Yes,
1328,Analytics Consultant,Ashford Digital,Edinburgh,"£47,500",04 Feb 2026,Hybrid,
1124,Insights Analyst,Alderly Bank,Liverpool,"£40,000 - £55,000",19/03/2026,N/A,Mid
1389,Data Engineer,Northwind Analytics,Bristol,£55k-£75k,23 Feb 2026,Hybrid,
1489,Data Scientist II,BrightPath Retail,Sheffield,"£55,000 - £75,000",30/05/2025,N/A,
72,Machine Learning Engineer,BrightPath Retail,Liverpool,,24/02/2025,Hybrid,Junior
352,Data Engineer,BrightPath Retail,Remote,"£37,000",08 Dec 2025,N/A,
1240,Business Intelligence Analyst,Redbridge Telecom,Leeds,Competitive salary,30 Apr 2026,Yes,Junior
792,Machine Learning Engineer,Northwind Analytics,Bristol,Competitive salary,10 Apr 2025,No,Graduate
858,Data Science Intern,Alderly Bank,remote,"£31,500",01 May 2025,,Junior
1530,Data Analyst,Ashford Digital,"Manchester, UK",Competitive salary,23 Mar 2025,Yes,Junior
369,Analytics Consultant,Fenwick Insurance,Remote,£28k-£35k,20/08/2025,,Graduate
95,Insights Analyst,Redbridge Telecom,LONDON,£36k-£43k,29 Aug 2025,N/A,Graduate
869,Data Analyst,Fenwick Insurance,Manchester,£75k-£95k,19 Jan 2026,Hybrid,Senior
1703,,,,,,,
1511,Machine Learning Engineer,Vantage Health,Liverpool,£32k-£42k,2025-09-07,Hybrid,
1252,Business Intelligence Analyst,Fenwick Insurance,Glasgow,"£31,500",2025-12-31,Hybrid,Junior
1033,Business Intelligence Analyst,Northwind Analytics,Leeds,£75k-£95k,2025-10-04,N/A,Senior
144,Business Intelligence Analyst,Fenwick Insurance,"Manchester, UK",£28k-£35k,03/12/2025,No,Graduate
70,Insights Analyst,Grove & Co,WFH,Competitive salary,20 Dec 2025,No,Mid
66,Data Science Intern,Vantage Health,Work from home,"£32,000 - £42,000",19 Jan 2026,Yes,Junior
509,Business Intelligence Analyst,Alderly Bank,Glasgow,Competitive salary,06 Jan 2025,No,
1206,Analytics Consultant,Grove & Co,Sheffield,£28k-£35k,04 Aug 2025,yes,Junior
1543,Data Analyst,Fenwick Insurance,Edinburgh,"£37,000",28 Apr 2025,Yes,Junior
1497,Business Intelligence Analyst,Alderly Bank,Sheffield,Competitive salary,17 Jan 2026,,Senior
1269,Analytics Consultant,BrightPath Retail,London,£36k-£43k,26 Sep 2025,No,Graduate
1201,Analytics Consultant,Orchard Media,Liverpool,"£75,000 - £95,000",17/02/2025,Hybrid,Senior
580,Machine Learning Engineer,Orchard Media,Bristol,"£75,000 - £95,000",2025-06-19,No,Senior
1126,Insights Analyst,Grove & Co,Birmingham,,20/01/2025,No,Junior
747,Data Analyst,Kestrel Logistics,Glasgow,"£47,500",2025-04-28,Hybrid,
733,Analytics Consultant,Grove & Co,"London, UK",£36k-£43k,26 Dec 2025,No,Graduate
1355,Analytics Consultant,Redbridge Telecom,Leeds,Competitive salary,2026-02-28,yes,
1248,Data Science Intern,Kestrel Logistics,Birmingham,Competitive salary,03 Jan 2025,Yes,Mid
704,Junior Data Scientist,Northwind Analytics,Sheffield,"£28,000 - £35,000",19/11/2025,yes,Graduate
1555,Data Scientist II,Redbridge Telecom,Bristol,"£85,000",2025-12-05,yes,Senior
1231,Data Engineer,BrightPath Retail,Birmingham,£75k-£95k,2026-05-04,Hybrid,Senior
894,Insights Analyst,Grove & Co,Glasgow,,23/10/2025,yes,Junior
1159,Machine Learning Engineer,BrightPath Retail,Sheffield,"£28,000 - £35,000",2026-04-04,yes,Junior
1166,Data Scientist II,Kestrel Logistics,Remote,Competitive salary,23 Oct 2025,N/A,Graduate
644,Junior Data Scientist,Redbridge Telecom,Liverpool,"£65,000",2025-08-19,No,
27,Data Analyst,Kestrel Logistics,Birmingham,£55k-£75k,19/03/2026,Yes,
564,Business Intelligence Analyst,Redbridge Telecom,Work from home,Competitive salary,24/09/2025,,
385,Data Scientist,Kestrel Logistics,Sheffield,"£32,000 - £42,000",19 Jun 2025,No,Junior
323,Insights Analyst,Northwind Analytics,Leeds,£28k-£35k,03/10/2025,No,Junior
934,Data Scientist,Vantage Health,Leeds,"£32,000 - £42,000",18 Feb 2026,yes,Graduate
730,Data Engineer,Solstice Energy,Remote,,01/10/2025,Yes,Graduate
883,Analytics Consultant,Grove & Co,Sheffield,Competitive salary,11 Feb 2025,Yes,Senior
566,Data Analyst,BrightPath Retail,manchester,"£28,000 - £35,000",30/01/2026,yes,Graduate
830,Insights Analyst,Marlowe Consulting,Glasgow,"£40,000 - £55,000",30/11/2025,yes,Mid
54,Business Intelligence Analyst,Kestrel Logistics,Leeds,£28k-£35k,01 Sep 2025,Yes,Junior
127,Analytics Consultant,BrightPath Retail,Manchester,,21/08/2025,N/A,Graduate
1216,Business Intelligence Analyst,Orchard Media,Leeds,"£32,000 - £42,000",2025-01-14,Hybrid,
331,Business Intelligence Analyst,Grove & Co,WFH,"£32,000 - £42,000",26 Jul 2025,N/A,
1295,Data Science Intern,Solstice Energy,Birmingham,Competitive salary,15/12/2025,N/A,Graduate
601,Data Analyst,Alderly Bank,Birmingham,£28k-£35k,01 Oct 2025,,Graduate
1064,Data Scientist II,Northwind Analytics,Birmingham,Competitive salary,24/03/2026,No,Junior
292,Business Intelligence Analyst,Alderly Bank,remote,"£47,500",2025-02-24,Yes,
1293,Data Analyst,BrightPath Retail,london,Competitive salary,2025-02-19,No,Graduate
888,Insights Analyst,Redbridge Telecom,Edinburgh,£55k-£75k,2025-03-11,No,Senior
901,Junior Data Scientist,Marlowe Consulting,London,"£83,000 - £103,000",2025-11-13,Yes,Senior
1175,Junior Data Scientist,Northwind Analytics,WFH,Competitive salary,14/09/2025,N/A,
1029,Data Science Intern,Marlowe Consulting,Leeds,Competitive salary,2026-01-24,Hybrid,Mid
281,Data Scientist II,Ashford Digital,remote,Competitive salary,2025-03-18,No,Junior
111,Data Engineer,Grove & Co,Bristol,"£32,000 - £42,000",25 Jan 2026,N/A,Junior
1495,Business Intelligence Analyst,Vantage Health,Birmingham,"£65,000",21 Mar 2025,N/A,
455,Junior Data Scientist,BrightPath Retail,Birmingham,,12 Apr 2026,,Mid
609,Business Intelligence Analyst,Northwind Analytics,Sheffield,"£31,500",28/06/2025,,Junior
161,Data Analyst,Alderly Bank,Glasgow,Competitive salary,26 Nov 2025,yes,Graduate
822,Data Scientist,Alderly Bank,Edinburgh,"£31,500",2025-07-14,,Graduate
1270,Junior Data Scientist,BrightPath Retail,manchester,,12/01/2026,yes,Senior
641,Data Scientist II,Marlowe Consulting,Remote,Competitive salary,27 Jan 2026,Yes,Graduate
835,Data Engineer,Orchard Media,Bristol,Competitive salary,01/05/2025,No,Mid
1416,Data Scientist II,BrightPath Retail,Sheffield,£40k-£55k,07/03/2026,yes,Mid
1390,Data Analyst,BrightPath Retail,"Manchester, UK","£32,000 - £42,000",16 Jan 2026,yes,
1415,Data Scientist II,Orchard Media,WFH,"£47,500",06 Mar 2026,Hybrid,
1177,Insights Analyst,Northwind Analytics,Leeds,,02/09/2025,N/A,Mid
432,Machine Learning Engineer,Grove & Co,Manchester,"£85,000",04/08/2025,Hybrid,Senior
660,Data Scientist,Solstice Energy,"Manchester, UK",,24/01/2025,Hybrid,Mid
1277,Insights Analyst,Fenwick Insurance,Bristol,£32k-£42k,27 Aug 2025,No,Junior
1396,Machine Learning Engineer,Solstice Energy,Sheffield,£75k-£95k,19 Feb 2026,Yes,Senior
929,Insights Analyst,Alderly Bank,Birmingham,£55k-£75k,20 Mar 2026,Hybrid,
304,Junior Data Scientist,Ashford Digital,WFH,Competitive salary,03 Sep 2025,,Junior
148,Junior Data Scientist,Ashford Digital,London,,03/08/2025,Hybrid,Graduate
210,Business Intelligence Analyst,Redbridge Telecom,Liverpool,Competitive salary,28 Apr 2026,No,Graduate
1589,Data Scientist II,Vantage Health,Liverpool,£32k-£42k,2025-02-17,N/A,
306,Data Analyst,Kestrel Logistics,Edinburgh,Competitive salary,27 Nov 2025,N/A,Graduate
12,Machine Learning Engineer,Kestrel Logistics,Birmingham,"£28,000 - £35,000",20 Mar 2025,No,Junior
1391,Junior Data Scientist,BrightPath Retail,Sheffield,"£47,500",06 Aug 2025,N/A,Mid
434,Insights Analyst,Redbridge Telecom,manchester,,29/09/2025,,Mid
1535,Data Scientist II,Solstice Energy,Leeds,£28k-£35k,2026-01-31,No,Graduate
255,Business Intelligence Analyst,Northwind Analytics,Leeds,"£37,000",2025-12-25,yes,Junior
1259,Data Analyst,Fenwick Insurance,remote,Competitive salary,09 Aug 2025,Hybrid,Mid
517,Machine Learning Engineer,Redbridge Telecom,"Manchester, UK","£65,000",2026-01-04,,Mid
537,Data Scientist II,Ashford Digital,Leeds,£28k-£35k,2025-12-02,No,Junior
943,Data Analyst,Grove & Co,Liverpool,Competitive salary,2025-03-28,yes,Mid
1232,Data Scientist II,Grove & Co,Bristol,Competitive salary,30/04/2026,No,
1106,Data Science Intern,Fenwick Insurance,"Manchester, UK",£28k-£35k,2026-04-29,No,Junior
303,Analytics Consultant,Vantage Health,manchester,"£47,500",04/05/2025,N/A,
124,Business Intelligence Analyst,Marlowe Consulting,manchester,Competitive salary,15 Jul 2025,Hybrid,Senior
966,Data Science Intern,Orchard Media,"Manchester, UK",Competitive salary,08 Feb 2026,yes,
612,Data Science Intern,Solstice Energy,Sheffield,"£65,000",07/02/2026,No,Mid
1699,,,,,,,
662,Business Intelligence Analyst,Marlowe Consulting,Liverpool,"£31,500",24/06/2025,N/A,Junior
1546,Business Intelligence Analyst,Fenwick Insurance,Sheffield,£55k-£75k,31 Mar 2025,No,Mid
550,Data Scientist,Marlowe Consulting,WFH,Competitive salary,27/06/2025,N/A,Graduate
1116,Data Analyst,Marlowe Consulting,Liverpool,,2025-01-04,N/A,
322,Data Scientist II,Marlowe Consulting,Glasgow,,2025-09-08,Yes,
497,Business Intelligence Analyst,Grove & Co,Edinburgh,"£28,000 - £35,000",2025-01-22,yes,Graduate
1194,Data Science Intern,Alderly Bank,Sheffield,,24/03/2026,N/A,Junior
280,Data Scientist II,Orchard Media,London,Competitive salary,16/05/2026,Yes,Graduate
1517,Junior Data Scientist,Vantage Health,Edinburgh,"£85,000",06 Aug 2025,,Senior
1183,Data Engineer,Fenwick Insurance,Work from home,"£37,000",28 Jul 2025,yes,Mid
495,Business Intelligence Analyst,Grove & Co,Bristol,,22 Jul 2025,Yes,Senior
636,Analytics Consultant,Ashford Digital,Edinburgh,,2025-03-12,No,
365,Business Intelligence Analyst,BrightPath Retail,london,"£45,000",23 Aug 2025,Yes,Graduate
336,Analytics Consultant,Northwind Analytics,remote,£40k-£55k,24/03/2026,Yes,Mid
823,Machine Learning Engineer,Fenwick Insurance,Work from home,£28k-£35k,01 May 2025,Hybrid,Junior
1228,Insights Analyst,Grove & Co,Sheffield,"£31,500",05 Sep 2025,yes,Junior
1360,Data Scientist II,Kestrel Logistics,Bristol,Competitive salary,08 Nov 2025,Yes,Senior
1337,Data Science Intern,Redbridge Telecom,Sheffield,,2026-01-17,No,Mid
1079,Data Scientist,Ashford Digital,Bristol,,23/12/2025,Hybrid,Mid
61,Data Scientist,Kestrel Logistics,WFH,Competitive salary,14/07/2025,Yes,Graduate
1167,Data Engineer,Ashford Digital,Manchester,£55k-£75k,2026-03-12,Hybrid,Senior
147,Business Intelligence Analyst,Fenwick Insurance,Edinburgh,Competitive salary,03/12/2025,Yes,Mid
729,Analytics Consultant,BrightPath Retail,Glasgow,£32k-£42k,13 Jan 2025,yes,Mid
283,Insights Analyst,Kestrel Logistics,Leeds,"£28,000 - £35,000",27/07/2025,,Junior
198,Analytics Consultant,Northwind Analytics,Birmingham,"£47,500",16 Jul 2025,Yes,Mid
1268,Junior Data Scientist,Grove & Co,Greater London,Competitive salary,01/01/2025,No,Senior
461,Data Scientist II,Kestrel Logistics,Liverpool,"£40,000 - £55,000",24/08/2025,yes,
876,Data Scientist,Kestrel Logistics,Birmingham,£40k-£55k,03/03/2025,,
510,Insights Analyst,Grove & Co,Birmingham,£40k-£55k,17 Oct 2025,N/A,
746,Data Scientist,BrightPath Retail,Greater London,"£48,000 - £63,000",06 Sep 2025,Yes,Mid
618,Junior Data Scientist,Solstice Energy,london,£48k-£63k,23 Jan 2026,Yes,Mid
474,Junior Data Scientist,Marlowe Consulting,Liverpool,Competitive salary,03 Sep 2025,yes,Junior
1286,Machine Learning Engineer,Marlowe Consulting,Edinburgh,,04/08/2025,,Senior
542,Data Scientist II,Redbridge Telecom,Bristol,£55k-£75k,23/01/2026,,
84,Junior Data Scientist,Grove & Co,Glasgow,,03/09/2025,Hybrid,Junior
814,Analytics Consultant,Kestrel Logistics,Birmingham,"£28,000 - £35,000",13 Sep 2025,Yes,Junior
848,Data Science Intern,Fenwick Insurance,Remote,Competitive salary,03/02/2025,,Mid
1333,Data Analyst,Northwind Analytics,Bristol,,16/07/2025,Yes,
1316,Data Analyst,Marlowe Consulting,Sheffield,,2025-11-13,yes,Graduate
1140,Data Science Intern,Redbridge Telecom,Bristol,£32k-£42k,2025-10-20,yes,Mid
1695,,,,,,,
524,Data Scientist,Marlowe Consulting,Liverpool,£32k-£42k,07 Apr 2026,yes,Junior
183,Insights Analyst,Marlowe Consulting,Remote,"£85,000",2025-03-04,No,Senior
1076,Data Engineer,Ashford Digital,Leeds,,03 Jun 2025,No,Mid
482,Junior Data Scientist,Alderly Bank,Sheffield,,2025-12-30,Yes,Junior
1096,Data Science Intern,Ashford Digital,Birmingham,£28k-£35k,01/01/2026,yes,Junior
959,Data Engineer,Northwind Analytics,Bristol,"£37,000",03/01/2025,No,Graduate
256,Data Scientist,BrightPath Retail,Glasgow,£75k-£95k,2026-01-29,N/A,Senior
1190,Analytics Consultant,Vantage Health,Glasgow,"£40,000 - £55,000",13 May 2026,,
625,Machine Learning Engineer,Solstice Energy,Sheffield,Competitive salary,10/05/2026,yes,Mid
911,Junior Data Scientist,Redbridge Telecom,Greater London,,30 Mar 2026,N/A,Senior
726,Data Analyst,Redbridge Telecom,Liverpool,,29 Jan 2025,N/A,Senior
1452,Business Intelligence Analyst,Orchard Media,manchester,,19/03/2025,Hybrid,
1437,Machine Learning Engineer,Fenwick Insurance,Sheffield,"£31,500",2025-12-26,N/A,Graduate
1093,Data Analyst,Grove & Co,london,£36k-£43k,2025-06-03,No,Junior
801,Data Analyst,Vantage Health,London,Competitive salary,2026-04-07,No,Junior
1365,Data Scientist,Ashford Digital,Leeds,Competitive salary,27 Mar 2026,Hybrid,Graduate
1381,Data Scientist,Vantage Health,Bristol,Competitive salary,31/01/2026,Hybrid,
200,Machine Learning Engineer,Orchard Media,Edinburgh,"£32,000 - £42,000",2026-01-12,,Mid
716,Data Analyst,Grove & Co,Glasgow,"£47,500",2025-04-09,Yes,Mid
340,Junior Data Scientist,Solstice Energy,Manchester,"£32,000 - £42,000",22/02/2025,Hybrid,
813,Insights Analyst,Orchard Media,Glasgow,"£55,000 - £75,000",04/03/2025,,Mid
592,Machine Learning Engineer,Solstice Energy,Greater London,"£48,000 - £63,000",14/11/2025,yes,
349,Data Scientist II,Vantage Health,Liverpool,"£55,000 - £75,000",24 Nov 2025,yes,
569,Machine Learning Engineer,Solstice Energy,Glasgow,£32k-£42k,12 May 2026,yes,Graduate
288,Data Science Intern,Grove & Co,Liverpool,"£40,000 - £55,000",14 Sep 2025,Hybrid,
806,Data Science Intern,Kestrel Logistics,Liverpool,"£37,000",05/03/2025,Yes,
488,Business Intelligence Analyst,Marlowe Consulting,Bristol,Competitive salary,16 Feb 2026,,Graduate
650,Analytics Consultant,Solstice Energy,Glasgow,£32k-£42k,22 Apr 2025,N/A,Graduate
958,Data Science Intern,Vantage Health,"Manchester, UK",,05 Jul 2025,Yes,Graduate
240,Data Engineer,Vantage Health,Edinburgh,Competitive salary,29 Apr 2025,N/A,Junior
1340,Machine Learning Engineer,Vantage Health,Birmingham,,05/01/2025,Yes,
1192,Machine Learning Engineer,Fenwick Insurance,"Manchester, UK","£65,000",26 Mar 2026,Yes,
215,Machine Learning Engineer,Ashford Digital,Edinburgh,"£47,500",21 Sep 2025,Yes,
253,Data Engineer,Ashford Digital,Sheffield,"£32,000 - £42,000",2025-08-21,yes,Junior
428,Insights Analyst,Orchard Media,Edinburgh,"£37,000",13/05/2025,,Junior
1188,Data Analyst,Northwind Analytics,Birmingham,,18/02/2025,Hybrid,Graduate
458,Machine Learning Engineer,Northwind Analytics,Liverpool,,05 Dec 2025,No,Senior
19,Insights Analyst,Orchard Media,Leeds,"£85,000",13 Aug 2025,,Senior
1004,Business Intelligence Analyst,Kestrel Logistics,Leeds,,30/01/2025,yes,Graduate
485,Data Scientist II,Orchard Media,manchester,"£47,500",19/06/2025,Hybrid,Mid
1705,,,,,,,
1593,Data Engineer,Alderly Bank,LONDON,Competitive salary,05/09/2025,,Mid
132,Data Analyst,Marlowe Consulting,Leeds,£40k-£55k,08 Feb 2026,Yes,Mid
706,Data Scientist II,BrightPath Retail,Bristol,"£47,500",16/03/2026,Yes,Mid
827,Data Analyst,Ashford Digital,Leeds,£40k-£55k,11/11/2025,Hybrid,
383,Junior Data Scientist,Alderly Bank,Leeds,"£65,000",01 May 2026,yes,Senior
1483,Data Scientist,Fenwick Insurance,Sheffield,"£55,000 - £75,000",03/05/2026,Yes,Mid
1331,Data Scientist II,Kestrel Logistics,manchester,£32k-£42k,24/12/2025,N/A,Mid
1009,Machine Learning Engineer,Redbridge Telecom,Glasgow,"£32,000 - £42,000",28 May 2025,,
543,Analytics Consultant,Redbridge Telecom,"London, UK","£36,000 - £43,000",15 Jul 2025,No,Junior
133,Business Intelligence Analyst,Alderly Bank,Birmingham,"£32,000 - £42,000",2025-03-09,Hybrid,Mid
614,Data Science Intern,Marlowe Consulting,remote,Competitive salary,12/04/2025,,Mid
1694,,,,,,,
61,Data Scientist,Kestrel Logistics,WFH,Competitive salary,14/07/2025,Yes,Graduate
1524,Insights Analyst,Vantage Health,Sheffield,,06/05/2025,yes,Graduate
634,Junior Data Scientist,Alderly Bank,Greater London,Competitive salary,18 Oct 2025,No,Graduate
1537,Machine Learning Engineer,Fenwick Insurance,Leeds,£40k-£55k,06/08/2025,No,Mid
319,Junior Data Scientist,Marlowe Consulting,WFH,Competitive salary,16/07/2025,No,Graduate
646,Junior Data Scientist,Ashford Digital,Manchester,"£37,000",13 Feb 2025,N/A,Junior
1143,Business Intelligence Analyst,Alderly Bank,Bristol,Competitive salary,2025-03-01,N/A,Mid
897,Data Engineer,Marlowe Consulting,Leeds,£32k-£42k,29/03/2026,N/A,Graduate
1553,Data Scientist II,Alderly Bank,Birmingham,,25 May 2025,Yes,Junior
1597,Junior Data Scientist,BrightPath Retail,Liverpool,"£28,000 - £35,000",18 Feb 2026,No,Graduate
14,Data Analyst,Grove & Co,Liverpool,"£65,000",2025-08-11,,Senior
503,Business Intelligence Analyst,Ashford Digital,Sheffield,"£31,500",06/05/2026,No,Graduate
1288,Insights Analyst,Marlowe Consulting,Edinburgh,"£28,000 - £35,000",22/01/2026,No,Graduate
222,Data Scientist II,Vantage Health,manchester,Competitive salary,24 May 2025,N/A,Graduate
823,Machine Learning Engineer,Fenwick Insurance,Work from home,£28k-£35k,01 May 2025,Hybrid,Junior
507,Data Analyst,Northwind Analytics,Liverpool,Competitive salary,2025-04-19,yes,Graduate
532,Junior Data Scientist,Grove & Co,"Manchester, UK",£55k-£75k,2025-02-21,yes,Mid
241,Data Scientist,Alderly Bank,remote,,06 Apr 2025,Hybrid,Junior
1698,,,,,,,
297,Analytics Consultant,Alderly Bank,Manchester,,03/06/2025,Yes,
623,Insights Analyst,Vantage Health,"London, UK",,05/12/2025,N/A,Junior
489,Analytics Consultant,Northwind Analytics,Bristol,"£55,000 - £75,000",27 Mar 2025,yes,Senior
1289,Data Science Intern,Grove & Co,"London, UK","£40,000 - £50,000",2025-02-13,Hybrid,Graduate
332,Business Intelligence Analyst,Ashford Digital,Edinburgh,Competitive salary,02 Jan 2025,Yes,
69,Junior Data Scientist,Redbridge Telecom,Sheffield,"£40,000 - £55,000",2025-10-24,Hybrid,Mid
1215,Data Science Intern,Northwind Analytics,Edinburgh,"£31,500",27 Mar 2026,Hybrid,Graduate
1266,Analytics Consultant,Ashford Digital,Bristol,"£40,000 - £55,000",2025-03-27,Hybrid,Mid
999,Insights Analyst,Alderly Bank,Bristol,"£47,500",26/04/2025,,
1363,Analytics Consultant,Orchard Media,Edinburgh,"£40,000 - £55,000",29/04/2025,,Mid
500,Insights Analyst,Northwind Analytics,Liverpool,"£31,500",2025-12-10,Hybrid,Graduate
164,Data Scientist,Fenwick Insurance,Bristol,,25 Oct 2025,N/A,Junior
873,Analytics Consultant,Solstice Energy,Bristol,Competitive salary,02/05/2026,Hybrid,Senior
446,Data Scientist,Vantage Health,Remote,Competitive salary,07 Nov 2025,No,Graduate
444,Data Scientist,Orchard Media,Bristol,"£28,000 - £35,000",2025-12-01,Yes,Graduate
1184,Data Analyst,Marlowe Consulting,Birmingham,,2025-10-28,Hybrid,Graduate
742,Insights Analyst,BrightPath Retail,Bristol,Competitive salary,2025-05-01,Yes,
1197,Analytics Consultant,Kestrel Logistics,Glasgow,"£75,000 - £95,000",2025-10-07,,Senior
499,Data Scientist II,Alderly Bank,Birmingham,£40k-£55k,2025-02-28,N/A,Mid
955,Data Scientist II,Solstice Energy,Birmingham,"£28,000 - £35,000",2025-10-29,N/A,Graduate
954,Business Intelligence Analyst,Solstice Energy,Sheffield,,26/02/2025,yes,Junior
1428,Business Intelligence Analyst,Vantage Health,Liverpool,,18 Oct 2025,Yes,Junior
563,Data Science Intern,BrightPath Retail,Manchester,"£85,000",12 Jun 2025,Hybrid,Senior
875,Insights Analyst,Orchard Media,manchester,£75k-£95k,10/05/2026,Yes,Senior
850,Analytics Consultant,Grove & Co,Birmingham,"£47,500",10 Jun 2025,Yes,
311,Data Analyst,Solstice Energy,Glasgow,"£28,000 - £35,000",19 Feb 2026,Yes,Junior
1529,Data Science Intern,Northwind Analytics,Liverpool,"£37,000",22/10/2025,N/A,Graduate
402,Analytics Consultant,BrightPath Retail,Bristol,"£65,000",16 Feb 2025,yes,
510,Insights Analyst,Grove & Co,Birmingham,£40k-£55k,17 Oct 2025,N/A,
23,Insights Analyst,Solstice Energy,Leeds,"£40,000 - £55,000",19 Feb 2025,,
1523,Business Intelligence Analyst,BrightPath Retail,Glasgow,,2026-02-27,No,Junior
411,Insights Analyst,Redbridge Telecom,Sheffield,"£31,500",21 Mar 2026,Hybrid,Junior
245,Junior Data Scientist,Redbridge Telecom,WFH,"£28,000 - £35,000",25 Jul 2025,Yes,Graduate
154,Data Science Intern,Alderly Bank,Birmingham,Competitive salary,14 Oct 2025,Hybrid,Graduate
484,Machine Learning Engineer,BrightPath Retail,Edinburgh,Competitive salary,23/03/2025,yes,Mid
401,Insights Analyst,Solstice Energy,Leeds,£28k-£35k,23/11/2025,Yes,Junior
