posting_id,title,company,location,salary_min,salary_max,date_posted,remote,seniority,salary_mid
1243,Insights Analyst,Orchard Media,Leeds,,,2025-01-03,Hybrid,Senior,
896,Analytics Consultant,Ashford Digital,Remote,40000.0,55000.0,2025-08-29,Unknown,Mid,47500.0
1488,Data Scientist,Ashford Digital,London,,,2025-02-06,Hybrid,Graduate,
741,Analytics Consultant,Orchard Media,Leeds,,,2025-04-03,Unknown,Graduate,
617,Machine Learning Engineer,Redbridge Telecom,London,,,2026-02-25,Yes,Mid,
211,Junior Data Scientist,Grove & Co,Sheffield,28000.0,35000.0,2025-11-02,Unknown,Graduate,31500.0
110,Data Analyst,Fenwick Insurance,Liverpool,,,2025-01-19,Yes,Senior,
1107,Insights Analyst,Northwind Analytics,Manchester,75000.0,95000.0,2026-05-08,Unknown,Senior,85000.0
1301,Machine Learning Engineer,Marlowe Consulting,Liverpool,,,2025-02-02,Unknown,Senior,
1067,Business Intelligence Analyst,Grove & Co,Glasgow,55000.0,75000.0,2026-02-12,Hybrid,Mid,65000.0
190,Analytics Consultant,Ashford Digital,Glasgow,,,2025-01-19,No,Mid,
739,Data Science Intern,Alderly Bank,London,36000.0,43000.0,2025-02-04,Unknown,Junior,39500.0
1210,Data Scientist II,Fenwick Insurance,Manchester,65000.0,65000.0,2025-04-01,Yes,Unspecified,65000.0
525,Data Scientist,Grove & Co,Remote (Uk),40000.0,55000.0,2025-12-24,Unknown,Unspecified,47500.0
989,Data Engineer,Vantage Health,Remote,31500.0,31500.0,2025-05-11,Yes,Graduate,31500.0
735,Data Analyst,BrightPath Retail,Glasgow,,,2025-06-22,Unknown,Junior,
463,Data Analyst,Orchard Media,Remote,28000.0,35000.0,2026-02-10,Yes,Graduate,31500.0
1407,Data Analyst,Northwind Analytics,Bristol,,,2025-08-23,Yes,Mid,
123,Analytics Consultant,BrightPath Retail,Birmingham,40000.0,55000.0,2026-02-09,Yes,Unspecified,47500.0
403,Data Science Intern,Alderly Bank,Edinburgh,,,2025-01-23,Unknown,Senior,
267,Analytics Consultant,Kestrel Logistics,Leeds,55000.0,75000.0,2025-10-15,Unknown,Mid,65000.0
689,Analytics Consultant,Grove & Co,London,,,2026-04-08,Yes,Mid,
201,Data Scientist II,Orchard Media,Liverpool,,,2025-04-20,Hybrid,Senior,
1444,Junior Data Scientist,Fenwick Insurance,Glasgow,55000.0,75000.0,2025-04-12,No,Mid,65000.0
263,Data Scientist II,Vantage Health,Leeds,28000.0,35000.0,2025-04-06,Unknown,Graduate,31500.0
207,Data Analyst,Solstice Energy,Glasgow,40000.0,55000.0,2025-08-10,Yes,Mid,47500.0
882,Data Scientist,Marlowe Consulting,Manchester,,,2025-08-06,Yes,Graduate,
398,Data Scientist,BrightPath Retail,Edinburgh,,,2026-01-05,Yes,Mid,
1031,Business Intelligence Analyst,Kestrel Logistics,Birmingham,32000.0,42000.0,2026-04-18,Yes,Mid,37000.0
1470,Business Intelligence Analyst,Solstice Energy,Sheffield,28000.0,35000.0,2025-01-10,Hybrid,Junior,31500.0
786,Data Scientist II,Solstice Energy,London,,,2025-10-14,Unknown,Graduate,
847,Analytics Consultant,Grove & Co,Edinburgh,28000.0,35000.0,2026-02-26,Unknown,Junior,31500.0
610,Data Analyst,Kestrel Logistics,Sheffield,37000.0,37000.0,2025-09-26,Hybrid,Unspecified,37000.0
1409,Data Scientist,Kestrel Logistics,Bristol,47500.0,47500.0,2025-11-16,Hybrid,Unspecified,47500.0
673,Machine Learning Engineer,Solstice Energy,London,36000.0,43000.0,2025-10-23,Unknown,Graduate,39500.0
218,Machine Learning Engineer,Kestrel Logistics,Birmingham,,,2026-03-27,Unknown,Graduate,
407,Data Scientist II,Redbridge Telecom,Liverpool,32000.0,42000.0,2026-01-05,No,Junior,37000.0
1574,Data Science Intern,Vantage Health,Manchester,,,2025-03-28,Unknown,Unspecified,
522,Data Scientist II,Vantage Health,Birmingham,32000.0,42000.0,2025-07-13,No,Unspecified,37000.0
1379,Analytics Consultant,Fenwick Insurance,Leeds,,,2026-05-05,Unknown,Junior,
596,Data Scientist,Redbridge Telecom,Remote,28000.0,35000.0,2025-07-07,Yes,Graduate,31500.0
1125,Data Engineer,Grove & Co,Remote,,,2025-09-11,No,Unspecified,
1453,Data Science Intern,Grove & Co,Glasgow,75000.0,95000.0,2025-03-25,Unknown,Senior,85000.0
1049,Business Intelligence Analyst,Marlowe Consulting,Liverpool,,,2026-01-21,Yes,Graduate,
1226,Data Analyst,Solstice Energy,London,40000.0,50000.0,2025-04-18,Unknown,Junior,45000.0
236,Business Intelligence Analyst,Northwind Analytics,Bristol,85000.0,85000.0,2026-01-18,No,Senior,85000.0
1570,Data Engineer,Fenwick Insurance,Manchester,,,2025-03-05,Unknown,Senior,
37,Junior Data Scientist,Vantage Health,Manchester,31500.0,31500.0,2025-05-25,No,Graduate,31500.0
604,Data Science Intern,Northwind Analytics,London,,,2025-03-11,Yes,Graduate,
1500,Data Engineer,Vantage Health,Leeds,,,2026-02-03,Yes,Mid,
675,Data Analyst,Vantage Health,Birmingham,55000.0,75000.0,2026-05-06,Yes,Senior,65000.0
697,Data Science Intern,Alderly Bank,Manchester,,,2026-04-22,Yes,Unspecified,
425,Data Scientist II,Redbridge Telecom,Remote (Uk),,,2025-12-06,Yes,Junior,
1027,Junior Data Scientist,Vantage Health,Manchester,75000.0,95000.0,2025-06-20,Unknown,Senior,85000.0
686,Insights Analyst,Orchard Media,Remote (Uk),75000.0,95000.0,2025-12-06,Yes,Senior,85000.0
871,Data Science Intern,BrightPath Retail,Leeds,28000.0,35000.0,2025-05-26,Unknown,Junior,31500.0
523,Data Analyst,Northwind Analytics,Leeds,32000.0,42000.0,2025-09-01,Yes,Mid,37000.0
819,Junior Data Scientist,Solstice Energy,Remote,,,2026-01-27,Yes,Senior,
654,Data Analyst,Orchard Media,Birmingham,,,2026-01-19,Hybrid,Senior,
397,Insights Analyst,Redbridge Telecom,Glasgow,,,2026-04-01,No,Unspecified,
1280,Data Science Intern,Fenwick Insurance,London,93000.0,93000.0,2026-03-26,Yes,Senior,93000.0
764,Data Science Intern,Vantage Health,London,,,2025-09-06,Yes,Senior,
1319,Insights Analyst,Redbridge Telecom,London,,,2026-01-14,Yes,Junior,
141,Data Science Intern,Fenwick Insurance,Bristol,55000.0,75000.0,2025-02-16,Yes,Mid,65000.0
935,Machine Learning Engineer,Orchard Media,Sheffield,37000.0,37000.0,2025-12-08,Unknown,Unspecified,37000.0
1504,Business Intelligence Analyst,Ashford Digital,Birmingham,55000.0,75000.0,2025-01-21,Hybrid,Mid,65000.0
225,Machine Learning Engineer,Solstice Energy,Liverpool,47500.0,47500.0,2026-04-22,Hybrid,Mid,47500.0
637,Data Engineer,Northwind Analytics,Remote,75000.0,95000.0,2026-01-16,No,Senior,85000.0
951,Analytics Consultant,Grove & Co,Manchester,,,2025-04-01,Yes,Unspecified,
926,Business Intelligence Analyst,Vantage Health,Glasgow,,,2025-04-08,Hybrid,Mid,
231,Data Science Intern,Alderly Bank,Remote,55000.0,75000.0,2025-12-28,Yes,Unspecified,65000.0
829,Insights Analyst,Orchard Media,Leeds,,,2025-06-22,Yes,Graduate,
25,Data Analyst,Kestrel Logistics,Leeds,32000.0,42000.0,2025-05-08,Hybrid,Graduate,37000.0
572,Junior Data Scientist,Vantage Health,London,39500.0,39500.0,2025-05-27,Yes,Graduate,39500.0
1214,Data Science Intern,BrightPath Retail,Leeds,,,2025-07-31,Unknown,Junior,
1478,Data Science Intern,Marlowe Consulting,Remote,,,2025-05-23,Hybrid,Mid,
1089,Junior Data Scientist,Northwind Analytics,Liverpool,55000.0,75000.0,2025-03-07,No,Senior,65000.0
740,Insights Analyst,Vantage Health,Remote,40000.0,55000.0,2025-11-24,Yes,Mid,47500.0
119,Data Scientist,Redbridge Telecom,Glasgow,40000.0,55000.0,2025-11-22,Yes,Mid,47500.0
859,Data Engineer,Fenwick Insurance,Sheffield,,,2025-03-10,Unknown,Junior,
1338,Data Scientist,Vantage Health,Bristol,47500.0,47500.0,2025-10-20,Yes,Mid,47500.0
1375,Data Analyst,Marlowe Consulting,Leeds,,,2025-10-13,No,Unspecified,
1493,Machine Learning Engineer,Vantage Health,Glasgow,,,2025-05-21,Yes,Unspecified,
562,Insights Analyst,Vantage Health,Glasgow,,,2025-11-20,Yes,Mid,
159,Data Scientist II,Grove & Co,Manchester,31500.0,31500.0,2025-06-29,Unknown,Graduate,31500.0
986,Data Analyst,Alderly Bank,Liverpool,,,2025-09-23,No,Graduate,
864,Junior Data Scientist,Vantage Health,Manchester,,,2026-03-23,Unknown,Junior,
538,Data Analyst,Vantage Health,Remote,,,2025-04-13,Yes,Unspecified,
1328,Analytics Consultant,Ashford Digital,Edinburgh,47500.0,47500.0,2026-02-04,Hybrid,Unspecified,47500.0
1124,Insights Analyst,Alderly Bank,Liverpool,40000.0,55000.0,2026-03-19,Unknown,Mid,47500.0
1389,Data Engineer,Northwind Analytics,Bristol,55000.0,75000.0,2026-02-23,Hybrid,Unspecified,65000.0
1489,Data Scientist II,BrightPath Retail,Sheffield,55000.0,75000.0,2025-05-30,Unknown,Unspecified,65000.0
72,Machine Learning Engineer,BrightPath Retail,Liverpool,,,2025-02-24,Hybrid,Junior,
352,Data Engineer,BrightPath Retail,Remote,37000.0,37000.0,2025-12-08,Unknown,Unspecified,37000.0
1240,Business Intelligence Analyst,Redbridge Telecom,Leeds,,,2026-04-30,Yes,Junior,
792,Machine Learning Engineer,Northwind Analytics,Bristol,,,2025-04-10,No,Graduate,
858,Data Science Intern,Alderly Bank,Remote,31500.0,31500.0,2025-05-01,Unknown,Junior,31500.0
1530,Data Analyst,Ashford Digital,Manchester,,,2025-03-23,Yes,Junior,
369,Analytics Consultant,Fenwick Insurance,Remote,28000.0,35000.0,2025-08-20,Unknown,Graduate,31500.0
95,Insights Analyst,Redbridge Telecom,London,36000.0,43000.0,2025-08-29,Unknown,Graduate,39500.0
869,Data Analyst,Fenwick Insurance,Manchester,75000.0,95000.0,2026-01-19,Hybrid,Senior,85000.0
1511,Machine Learning Engineer,Vantage Health,Liverpool,32000.0,42000.0,2025-07-09,Hybrid,Unspecified,37000.0
1252,Business Intelligence Analyst,Fenwick Insurance,Glasgow,31500.0,31500.0,2025-12-31,Hybrid,Junior,31500.0
1033,Business Intelligence Analyst,Northwind Analytics,Leeds,75000.0,95000.0,2025-04-10,Unknown,Senior,85000.0
144,Business Intelligence Analyst,Fenwick Insurance,Manchester,28000.0,35000.0,2025-12-03,No,Graduate,31500.0
70,Insights Analyst,Grove & Co,Remote,,,2025-12-20,No,Mid,
66,Data Science Intern,Vantage Health,Remote,32000.0,42000.0,2026-01-19,Yes,Junior,37000.0
509,Business Intelligence Analyst,Alderly Bank,Glasgow,,,2025-01-06,No,Unspecified,
1206,Analytics Consultant,Grove & Co,Sheffield,28000.0,35000.0,2025-08-04,Yes,Junior,31500.0
1543,Data Analyst,Fenwick Insurance,Edinburgh,37000.0,37000.0,2025-04-28,Yes,Junior,37000.0
1497,Business Intelligence Analyst,Alderly Bank,Sheffield,,,2026-01-17,Unknown,Senior,
1269,Analytics Consultant,BrightPath Retail,London,36000.0,43000.0,2025-09-26,No,Graduate,39500.0
1201,Analytics Consultant,Orchard Media,Liverpool,75000.0,95000.0,2025-02-17,Hybrid,Senior,85000.0
580,Machine Learning Engineer,Orchard Media,Bristol,75000.0,95000.0,2025-06-19,No,Senior,85000.0
1126,Insights Analyst,Grove & Co,Birmingham,,,2025-01-20,No,Junior,
747,Data Analyst,Kestrel Logistics,Glasgow,47500.0,47500.0,2025-04-28,Hybrid,Unspecified,47500.0
733,Analytics Consultant,Grove & Co,London,36000.0,43000.0,2025-12-26,No,Graduate,39500.0
1355,Analytics Consultant,Redbridge Telecom,Leeds,,,2026-02-28,Yes,Unspecified,
1248,Data Science Intern,Kestrel Logistics,Birmingham,,,2025-01-03,Yes,Mid,
704,Junior Data Scientist,Northwind Analytics,Sheffield,28000.0,35000.0,2025-11-19,Yes,Graduate,31500.0
1231,Data Engineer,BrightPath Retail,Birmingham,75000.0,95000.0,2026-04-05,Hybrid,Senior,85000.0
894,Insights Analyst,Grove & Co,Glasgow,,,2025-10-23,Yes,Junior,
1159,Machine Learning Engineer,BrightPath Retail,Sheffield,28000.0,35000.0,2026-04-04,Yes,Junior,31500.0
1166,Data Scientist II,Kestrel Logistics,Remote,,,2025-10-23,Unknown,Graduate,
644,Junior Data Scientist,Redbridge Telecom,Liverpool,65000.0,65000.0,2025-08-19,No,Unspecified,65000.0
27,Data Analyst,Kestrel Logistics,Birmingham,55000.0,75000.0,2026-03-19,Yes,Unspecified,65000.0
564,Business Intelligence Analyst,Redbridge Telecom,Remote,,,2025-09-24,Unknown,Unspecified,
385,Data Scientist,Kestrel Logistics,Sheffield,32000.0,42000.0,2025-06-19,No,Junior,37000.0
323,Insights Analyst,Northwind Analytics,Leeds,28000.0,35000.0,2025-10-03,No,Junior,31500.0
934,Data Scientist,Vantage Health,Leeds,32000.0,42000.0,2026-02-18,Yes,Graduate,37000.0
730,Data Engineer,Solstice Energy,Remote,,,2025-10-01,Yes,Graduate,
883,Analytics Consultant,Grove & Co,Sheffield,,,2025-02-11,Yes,Senior,
566,Data Analyst,BrightPath Retail,Manchester,28000.0,35000.0,2026-01-30,Yes,Graduate,31500.0
830,Insights Analyst,Marlowe Consulting,Glasgow,40000.0,55000.0,2025-11-30,Yes,Mid,47500.0
54,Business Intelligence Analyst,Kestrel Logistics,Leeds,28000.0,35000.0,2025-09-01,Yes,Junior,31500.0
127,Analytics Consultant,BrightPath Retail,Manchester,,,2025-08-21,Unknown,Graduate,
1216,Business Intelligence Analyst,Orchard Media,Leeds,32000.0,42000.0,2025-01-14,Hybrid,Unspecified,37000.0
331,Business Intelligence Analyst,Grove & Co,Remote,32000.0,42000.0,2025-07-26,Unknown,Unspecified,37000.0
1295,Data Science Intern,Solstice Energy,Birmingham,,,2025-12-15,Unknown,Graduate,
601,Data Analyst,Alderly Bank,Birmingham,28000.0,35000.0,2025-10-01,Unknown,Graduate,31500.0
1064,Data Scientist II,Northwind Analytics,Birmingham,,,2026-03-24,No,Junior,
292,Business Intelligence Analyst,Alderly Bank,Remote,47500.0,47500.0,2025-02-24,Yes,Unspecified,47500.0
1293,Data Analyst,BrightPath Retail,London,,,2025-02-19,No,Graduate,
888,Insights Analyst,Redbridge Telecom,Edinburgh,55000.0,75000.0,2025-11-03,No,Senior,65000.0
901,Junior Data Scientist,Marlowe Consulting,London,83000.0,103000.0,2025-11-13,Yes,Senior,93000.0
1175,Junior Data Scientist,Northwind Analytics,Remote,,,2025-09-14,Unknown,Unspecified,
1029,Data Science Intern,Marlowe Consulting,Leeds,,,2026-01-24,Hybrid,Mid,
281,Data Scientist II,Ashford Digital,Remote,,,2025-03-18,No,Junior,
111,Data Engineer,Grove & Co,Bristol,32000.0,42000.0,2026-01-25,Unknown,Junior,37000.0
1495,Business Intelligence Analyst,Vantage Health,Birmingham,65000.0,65000.0,2025-03-21,Unknown,Unspecified,65000.0
455,Junior Data Scientist,BrightPath Retail,Birmingham,,,2026-04-12,Unknown,Mid,
609,Business Intelligence Analyst,Northwind Analytics,Sheffield,31500.0,31500.0,2025-06-28,Unknown,Junior,31500.0
161,Data Analyst,Alderly Bank,Glasgow,,,2025-11-26,Yes,Graduate,
822,Data Scientist,Alderly Bank,Edinburgh,31500.0,31500.0,2025-07-14,Unknown,Graduate,31500.0
1270,Junior Data Scientist,BrightPath Retail,Manchester,,,2026-01-12,Yes,Senior,
641,Data Scientist II,Marlowe Consulting,Remote,,,2026-01-27,Yes,Graduate,
835,Data Engineer,Orchard Media,Bristol,,,2025-05-01,No,Mid,
1416,Data Scientist II,BrightPath Retail,Sheffield,40000.0,55000.0,2026-03-07,Yes,Mid,47500.0
1390,Data Analyst,BrightPath Retail,Manchester,32000.0,42000.0,2026-01-16,Yes,Unspecified,37000.0
1415,Data Scientist II,Orchard Media,Remote,47500.0,47500.0,2026-03-06,Hybrid,Unspecified,47500.0
1177,Insights Analyst,Northwind Analytics,Leeds,,,2025-09-02,Unknown,Mid,
432,Machine Learning Engineer,Grove & Co,Manchester,85000.0,85000.0,2025-08-04,Hybrid,Senior,85000.0
660,Data Scientist,Solstice Energy,Manchester,,,2025-01-24,Hybrid,Mid,
1277,Insights Analyst,Fenwick Insurance,Bristol,32000.0,42000.0,2025-08-27,No,Junior,37000.0
1396,Machine Learning Engineer,Solstice Energy,Sheffield,75000.0,95000.0,2026-02-19,Yes,Senior,85000.0
929,Insights Analyst,Alderly Bank,Birmingham,55000.0,75000.0,2026-03-20,Hybrid,Unspecified,65000.0
304,Junior Data Scientist,Ashford Digital,Remote,,,2025-09-03,Unknown,Junior,
148,Junior Data Scientist,Ashford Digital,London,,,2025-08-03,Hybrid,Graduate,
210,Business Intelligence Analyst,Redbridge Telecom,Liverpool,,,2026-04-28,No,Graduate,
1589,Data Scientist II,Vantage Health,Liverpool,32000.0,42000.0,2025-02-17,Unknown,Unspecified,37000.0
306,Data Analyst,Kestrel Logistics,Edinburgh,,,2025-11-27,Unknown,Graduate,
12,Machine Learning Engineer,Kestrel Logistics,Birmingham,28000.0,35000.0,2025-03-20,No,Junior,31500.0
1391,Junior Data Scientist,BrightPath Retail,Sheffield,47500.0,47500.0,2025-08-06,Unknown,Mid,47500.0
434,Insights Analyst,Redbridge Telecom,Manchester,,,2025-09-29,Unknown,Mid,
1535,Data Scientist II,Solstice Energy,Leeds,28000.0,35000.0,2026-01-31,No,Graduate,31500.0
255,Business Intelligence Analyst,Northwind Analytics,Leeds,37000.0,37000.0,2025-12-25,Yes,Junior,37000.0
1259,Data Analyst,Fenwick Insurance,Remote,,,2025-08-09,Hybrid,Mid,
537,Data Scientist II,Ashford Digital,Leeds,28000.0,35000.0,2025-02-12,No,Junior,31500.0
943,Data Analyst,Grove & Co,Liverpool,,,2025-03-28,Yes,Mid,
303,Analytics Consultant,Vantage Health,Manchester,47500.0,47500.0,2025-05-04,Unknown,Unspecified,47500.0
124,Business Intelligence Analyst,Marlowe Consulting,Manchester,,,2025-07-15,Hybrid,Senior,
966,Data Science Intern,Orchard Media,Manchester,,,2026-02-08,Yes,Unspecified,
612,Data Science Intern,Solstice Energy,Sheffield,65000.0,65000.0,2026-02-07,No,Mid,65000.0
662,Business Intelligence Analyst,Marlowe Consulting,Liverpool,31500.0,31500.0,2025-06-24,Unknown,Junior,31500.0
1546,Business Intelligence Analyst,Fenwick Insurance,Sheffield,55000.0,75000.0,2025-03-31,No,Mid,65000.0
550,Data Scientist,Marlowe Consulting,Remote,,,2025-06-27,Unknown,Graduate,
1116,Data Analyst,Marlowe Consulting,Liverpool,,,2025-04-01,Unknown,Unspecified,
322,Data Scientist II,Marlowe Consulting,Glasgow,,,2025-08-09,Yes,Unspecified,
497,Business Intelligence Analyst,Grove & Co,Edinburgh,28000.0,35000.0,2025-01-22,Yes,Graduate,31500.0
1194,Data Science Intern,Alderly Bank,Sheffield,,,2026-03-24,Unknown,Junior,
280,Data Scientist II,Orchard Media,London,,,2026-05-16,Yes,Graduate,
1517,Junior Data Scientist,Vantage Health,Edinburgh,85000.0,85000.0,2025-08-06,Unknown,Senior,85000.0
1183,Data Engineer,Fenwick Insurance,Remote,37000.0,37000.0,2025-07-28,Yes,Mid,37000.0
495,Business Intelligence Analyst,Grove & Co,Bristol,,,2025-07-22,Yes,Senior,
636,Analytics Consultant,Ashford Digital,Edinburgh,,,2025-12-03,No,Unspecified,
365,Business Intelligence Analyst,BrightPath Retail,London,45000.0,45000.0,2025-08-23,Yes,Graduate,45000.0
336,Analytics Consultant,Northwind Analytics,Remote,40000.0,55000.0,2026-03-24,Yes,Mid,47500.0
823,Machine Learning Engineer,Fenwick Insurance,Remote,28000.0,35000.0,2025-05-01,Hybrid,Junior,31500.0
1228,Insights Analyst,Grove & Co,Sheffield,31500.0,31500.0,2025-09-05,Yes,Junior,31500.0
1360,Data Scientist II,Kestrel Logistics,Bristol,,,2025-11-08,Yes,Senior,
1337,Data Science Intern,Redbridge Telecom,Sheffield,,,2026-01-17,No,Mid,
1079,Data Scientist,Ashford Digital,Bristol,,,2025-12-23,Hybrid,Mid,
61,Data Scientist,Kestrel Logistics,Remote,,,2025-07-14,Yes,Graduate,
147,Business Intelligence Analyst,Fenwick Insurance,Edinburgh,,,2025-12-03,Yes,Mid,
729,Analytics Consultant,BrightPath Retail,Glasgow,32000.0,42000.0,2025-01-13,Yes,Mid,37000.0
283,Insights Analyst,Kestrel Logistics,Leeds,28000.0,35000.0,2025-07-27,Unknown,Junior,31500.0
198,Analytics Consultant,Northwind Analytics,Birmingham,47500.0,47500.0,2025-07-16,Yes,Mid,47500.0
1268,Junior Data Scientist,Grove & Co,London,,,2025-01-01,No,Senior,
461,Data Scientist II,Kestrel Logistics,Liverpool,40000.0,55000.0,2025-08-24,Yes,Unspecified,47500.0
876,Data Scientist,Kestrel Logistics,Birmingham,40000.0,55000.0,2025-03-03,Unknown,Unspecified,47500.0
510,Insights Analyst,Grove & Co,Birmingham,40000.0,55000.0,2025-10-17,Unknown,Unspecified,47500.0
746,Data Scientist,BrightPath Retail,London,48000.0,63000.0,2025-09-06,Yes,Mid,55500.0
618,Junior Data Scientist,Solstice Energy,London,48000.0,63000.0,2026-01-23,Yes,Mid,55500.0
474,Junior Data Scientist,Marlowe Consulting,Liverpool,,,2025-09-03,Yes,Junior,
1286,Machine Learning Engineer,Marlowe Consulting,Edinburgh,,,2025-08-04,Unknown,Senior,
542,Data Scientist II,Redbridge Telecom,Bristol,55000.0,75000.0,2026-01-23,Unknown,Unspecified,65000.0
84,Junior Data Scientist,Grove & Co,Glasgow,,,2025-09-03,Hybrid,Junior,
814,Analytics Consultant,Kestrel Logistics,Birmingham,28000.0,35000.0,2025-09-13,Yes,Junior,31500.0
848,Data Science Intern,Fenwick Insurance,Remote,,,2025-02-03,Unknown,Mid,
1333,Data Analyst,Northwind Analytics,Bristol,,,2025-07-16,Yes,Unspecified,
1316,Data Analyst,Marlowe Consulting,Sheffield,,,2025-11-13,Yes,Graduate,
1140,Data Science Intern,Redbridge Telecom,Bristol,32000.0,42000.0,2025-10-20,Yes,Mid,37000.0
524,Data Scientist,Marlowe Consulting,Liverpool,32000.0,42000.0,2026-04-07,Yes,Junior,37000.0
183,Insights Analyst,Marlowe Consulting,Remote,85000.0,85000.0,2025-04-03,No,Senior,85000.0
1076,Data Engineer,Ashford Digital,Leeds,,,2025-06-03,No,Mid,
482,Junior Data Scientist,Alderly Bank,Sheffield,,,2025-12-30,Yes,Junior,
1096,Data Science Intern,Ashford Digital,Birmingham,28000.0,35000.0,2026-01-01,Yes,Junior,31500.0
959,Data Engineer,Northwind Analytics,Bristol,37000.0,37000.0,2025-01-03,No,Graduate,37000.0
256,Data Scientist,BrightPath Retail,Glasgow,75000.0,95000.0,2026-01-29,Unknown,Senior,85000.0
1190,Analytics Consultant,Vantage Health,Glasgow,40000.0,55000.0,2026-05-13,Unknown,Unspecified,47500.0
625,Machine Learning Engineer,Solstice Energy,Sheffield,,,2026-05-10,Yes,Mid,
911,Junior Data Scientist,Redbridge Telecom,London,,,2026-03-30,Unknown,Senior,
726,Data Analyst,Redbridge Telecom,Liverpool,,,2025-01-29,Unknown,Senior,
1452,Business Intelligence Analyst,Orchard Media,Manchester,,,2025-03-19,Hybrid,Unspecified,
1437,Machine Learning Engineer,Fenwick Insurance,Sheffield,31500.0,31500.0,2025-12-26,Unknown,Graduate,31500.0
1093,Data Analyst,Grove & Co,London,36000.0,43000.0,2025-03-06,No,Junior,39500.0
801,Data Analyst,Vantage Health,London,,,2026-07-04,No,Junior,
1365,Data Scientist,Ashford Digital,Leeds,,,2026-03-27,Hybrid,Graduate,
1381,Data Scientist,Vantage Health,Bristol,,,2026-01-31,Hybrid,Unspecified,
200,Machine Learning Engineer,Orchard Media,Edinburgh,32000.0,42000.0,2026-12-01,Unknown,Mid,37000.0
716,Data Analyst,Grove & Co,Glasgow,47500.0,47500.0,2025-09-04,Yes,Mid,47500.0
340,Junior Data Scientist,Solstice Energy,Manchester,32000.0,42000.0,2025-02-22,Hybrid,Unspecified,37000.0
813,Insights Analyst,Orchard Media,Glasgow,55000.0,75000.0,2025-03-04,Unknown,Mid,65000.0
592,Machine Learning Engineer,Solstice Energy,London,48000.0,63000.0,2025-11-14,Yes,Unspecified,55500.0
349,Data Scientist II,Vantage Health,Liverpool,55000.0,75000.0,2025-11-24,Yes,Unspecified,65000.0
569,Machine Learning Engineer,Solstice Energy,Glasgow,32000.0,42000.0,2026-05-12,Yes,Graduate,37000.0
288,Data Science Intern,Grove & Co,Liverpool,40000.0,55000.0,2025-09-14,Hybrid,Unspecified,47500.0
806,Data Science Intern,Kestrel Logistics,Liverpool,37000.0,37000.0,2025-03-05,Yes,Unspecified,37000.0
488,Business Intelligence Analyst,Marlowe Consulting,Bristol,,,2026-02-16,Unknown,Graduate,
650,Analytics Consultant,Solstice Energy,Glasgow,32000.0,42000.0,2025-04-22,Unknown,Graduate,37000.0
958,Data Science Intern,Vantage Health,Manchester,,,2025-07-05,Yes,Graduate,
240,Data Engineer,Vantage Health,Edinburgh,,,2025-04-29,Unknown,Junior,
1340,Machine Learning Engineer,Vantage Health,Birmingham,,,2025-01-05,Yes,Unspecified,
1192,Machine Learning Engineer,Fenwick Insurance,Manchester,65000.0,65000.0,2026-03-26,Yes,Unspecified,65000.0
215,Machine Learning Engineer,Ashford Digital,Edinburgh,47500.0,47500.0,2025-09-21,Yes,Unspecified,47500.0
253,Data Engineer,Ashford Digital,Sheffield,32000.0,42000.0,2025-08-21,Yes,Junior,37000.0
428,Insights Analyst,Orchard Media,Edinburgh,37000.0,37000.0,2025-05-13,Unknown,Junior,37000.0
1188,Data Analyst,Northwind Analytics,Birmingham,,,2025-02-18,Hybrid,Graduate,
458,Machine Learning Engineer,Northwind Analytics,Liverpool,,,2025-12-05,No,Senior,
19,Insights Analyst,Orchard Media,Leeds,85000.0,85000.0,2025-08-13,Unknown,Senior,85000.0
1004,Business Intelligence Analyst,Kestrel Logistics,Leeds,,,2025-01-30,Yes,Graduate,
485,Data Scientist II,Orchard Media,Manchester,47500.0,47500.0,2025-06-19,Hybrid,Mid,47500.0
1593,Data Engineer,Alderly Bank,London,,,2025-09-05,Unknown,Mid,
132,Data Analyst,Marlowe Consulting,Leeds,40000.0,55000.0,2026-02-08,Yes,Mid,47500.0
706,Data Scientist II,BrightPath Retail,Bristol,47500.0,47500.0,2026-03-16,Yes,Mid,47500.0
827,Data Analyst,Ashford Digital,Leeds,40000.0,55000.0,2025-11-11,Hybrid,Unspecified,47500.0
383,Junior Data Scientist,Alderly Bank,Leeds,65000.0,65000.0,2026-05-01,Yes,Senior,65000.0
1483,Data Scientist,Fenwick Insurance,Sheffield,55000.0,75000.0,2026-05-03,Yes,Mid,65000.0
1331,Data Scientist II,Kestrel Logistics,Manchester,32000.0,42000.0,2025-12-24,Unknown,Mid,37000.0
1009,Machine Learning Engineer,Redbridge Telecom,Glasgow,32000.0,42000.0,2025-05-28,Unknown,Unspecified,37000.0
543,Analytics Consultant,Redbridge Telecom,London,36000.0,43000.0,2025-07-15,No,Junior,39500.0
133,Business Intelligence Analyst,Alderly Bank,Birmingham,32000.0,42000.0,2025-09-03,Hybrid,Mid,37000.0
614,Data Science Intern,Marlowe Consulting,Remote,,,2025-04-12,Unknown,Mid,
1524,Insights Analyst,Vantage Health,Sheffield,,,2025-05-06,Yes,Graduate,
634,Junior Data Scientist,Alderly Bank,London,,,2025-10-18,No,Graduate,
1537,Machine Learning Engineer,Fenwick Insurance,Leeds,40000.0,55000.0,2025-08-06,No,Mid,47500.0
